symbol	ensg	source
OR13C9	ENSG00000136839	HPA_not_detected
OR1L4	ENSG00000136939	HPA_not_detected
IFNA21	ENSG00000137080	HPA_not_detected
HCRTR2	ENSG00000137252	HPA_not_detected
MMP20	ENSG00000137674	HPA_not_detected
NDST4	ENSG00000138653	HPA_not_detected
ANP32D	ENSG00000139223	HPA_not_detected
TPH2	ENSG00000139287	HPA_not_detected
KERA	ENSG00000139330	HPA_not_detected
OR4D1	ENSG00000141194	HPA_not_detected
ZIM3	ENSG00000141946	HPA_not_detected
KCNA10	ENSG00000143105	HPA_not_detected
TRIM43B	ENSG00000144010	HPA_not_detected
TRIM43	ENSG00000144015	HPA_not_detected
FAM86B2	ENSG00000145002	HPA_not_detected
IL9	ENSG00000145839	HPA_not_detected
TAAR2	ENSG00000146378	HPA_not_detected
TAAR6	ENSG00000146383	HPA_not_detected
TAAR8	ENSG00000146385	HPA_not_detected
FERD3L	ENSG00000146618	HPA_not_detected
ZAN	ENSG00000146839	HPA_not_detected
STRA8	ENSG00000146857	HPA_not_detected
PRDM14	ENSG00000147596	HPA_not_detected
IFNA5	ENSG00000147873	HPA_not_detected
IFNA16	ENSG00000147885	HPA_not_detected
IFNK	ENSG00000147896	HPA_not_detected
OR13C4	ENSG00000148136	HPA_not_detected
OR5C1	ENSG00000148215	HPA_not_detected
LCN9	ENSG00000148386	HPA_not_detected
OR5F1	ENSG00000149133	HPA_not_detected
ZP1	ENSG00000149506	HPA_not_detected
OCSTAMP	ENSG00000149635	HPA_not_detected
TRIM48	ENSG00000150244	HPA_not_detected
OR8K1	ENSG00000150261	HPA_not_detected
OR5M9	ENSG00000150269	HPA_not_detected
DSPP	ENSG00000152591	HPA_not_detected
DMP1	ENSG00000152592	HPA_not_detected
OR14K1	ENSG00000153230	HPA_not_detected
PANX3	ENSG00000154143	HPA_not_detected
OR4K1	ENSG00000155249	HPA_not_detected
CDCP2	ENSG00000157211	HPA_not_detected
NLRP14	ENSG00000158077	HPA_not_detected
OR3A3	ENSG00000159961	HPA_not_detected
OR7G1	ENSG00000161807	HPA_not_detected
MSLNL	ENSG00000162006	HPA_not_detected
NTN3	ENSG00000162068	HPA_not_detected
KNCN	ENSG00000162456	HPA_not_detected
LRRC53	ENSG00000162621	HPA_not_detected
SLAMF9	ENSG00000162723	HPA_not_detected
OR2M5	ENSG00000162727	HPA_not_detected
ALPG	ENSG00000163286	HPA_not_detected
LENEP	ENSG00000163352	HPA_not_detected
OTOP1	ENSG00000163982	HPA_not_detected
TERT	ENSG00000164362	HPA_not_detected
IL3	ENSG00000164399	HPA_not_detected
OR1K1	ENSG00000165204	HPA_not_detected
SSX5	ENSG00000165583	HPA_not_detected
OR4K2	ENSG00000165762	HPA_not_detected
SMCO2	ENSG00000165935	HPA_not_detected
SLC6A5	ENSG00000165970	HPA_not_detected
IL25	ENSG00000166090	HPA_not_detected
OPN1MW2	ENSG00000166160	HPA_not_detected
OR10A5	ENSG00000166363	HPA_not_detected
OR2D2	ENSG00000166368	HPA_not_detected
OR4D6	ENSG00000166884	HPA_not_detected
TGM6	ENSG00000166948	HPA_not_detected
OR51B5	ENSG00000167355	HPA_not_detected
OR51I1	ENSG00000167359	HPA_not_detected
OR51Q1	ENSG00000167360	HPA_not_detected
OR8J3	ENSG00000167822	HPA_not_detected
OR5I1	ENSG00000167825	HPA_not_detected
OR2B2	ENSG00000168131	HPA_not_detected
OR2C1	ENSG00000168158	HPA_not_detected
CRYGA	ENSG00000168582	HPA_not_detected
TRIM49	ENSG00000168930	HPA_not_detected
ACTBL2	ENSG00000169067	HPA_not_detected
OR10G3	ENSG00000169208	HPA_not_detected
OR5AU1	ENSG00000169327	HPA_not_detected
OR4K14	ENSG00000169484	HPA_not_detected
OR4K15	ENSG00000169488	HPA_not_detected
PRY2	ENSG00000169807	HPA_not_detected
SPDYE5	ENSG00000170092	HPA_not_detected
MRGPRX1	ENSG00000170255	HPA_not_detected
SP7	ENSG00000170374	HPA_not_detected
OR9K2	ENSG00000170605	HPA_not_detected
SLC26A5	ENSG00000170615	HPA_not_detected
OR10A3	ENSG00000170683	HPA_not_detected
OR10A4	ENSG00000170782	HPA_not_detected
OR10A2	ENSG00000170790	HPA_not_detected
BFSP2	ENSG00000170819	HPA_not_detected
OR7G3	ENSG00000170920	HPA_not_detected
OR7G2	ENSG00000170923	HPA_not_detected
TEX13B	ENSG00000170925	HPA_not_detected
OR1M1	ENSG00000170929	HPA_not_detected
OR8B12	ENSG00000170953	HPA_not_detected
OR4D5	ENSG00000171014	HPA_not_detected
OR13H1	ENSG00000171054	HPA_not_detected
OR2K2	ENSG00000171133	HPA_not_detected
OR2M4	ENSG00000171180	HPA_not_detected
OR1L6	ENSG00000171459	HPA_not_detected
OR1L3	ENSG00000171481	HPA_not_detected
OR1L8	ENSG00000171496	HPA_not_detected
OR1N2	ENSG00000171501	HPA_not_detected
OR1N1	ENSG00000171505	HPA_not_detected
IFNB1	ENSG00000171855	HPA_not_detected
OR10H3	ENSG00000171936	HPA_not_detected
OR10H2	ENSG00000171942	HPA_not_detected
OR52A5	ENSG00000171944	HPA_not_detected
OR1A2	ENSG00000172150	HPA_not_detected
OR8I2	ENSG00000172154	HPA_not_detected
OR4C11	ENSG00000172188	HPA_not_detected
OR8U1	ENSG00000172199	HPA_not_detected
OR4X2	ENSG00000172208	HPA_not_detected
OR10V1	ENSG00000172289	HPA_not_detected
OR5A1	ENSG00000172320	HPA_not_detected
OR5B12	ENSG00000172362	HPA_not_detected
OR5B2	ENSG00000172365	HPA_not_detected
OR9I1	ENSG00000172377	HPA_not_detected
OR9G4	ENSG00000172457	HPA_not_detected
OR5AR1	ENSG00000172459	HPA_not_detected
OR5AP2	ENSG00000172464	HPA_not_detected
OR8J1	ENSG00000172487	HPA_not_detected
OR5T3	ENSG00000172489	HPA_not_detected
OR10H5	ENSG00000172519	HPA_not_detected
MOS	ENSG00000172680	HPA_not_detected
OR4D9	ENSG00000172742	HPA_not_detected
OR5B3	ENSG00000172769	HPA_not_detected
OR10W1	ENSG00000172772	HPA_not_detected
MRGPRD	ENSG00000172938	HPA_not_detected
FRG2C	ENSG00000172969	HPA_not_detected
ADAMTS20	ENSG00000173157	HPA_not_detected
GPR151	ENSG00000173250	HPA_not_detected
OR10K1	ENSG00000173285	HPA_not_detected
GPR148	ENSG00000173302	HPA_not_detected
GPRC6A	ENSG00000173612	HPA_not_detected
HES3	ENSG00000173673	HPA_not_detected
OR1L1	ENSG00000173679	HPA_not_detected
OR2Y1	ENSG00000174339	HPA_not_detected
CHRNA9	ENSG00000174343	HPA_not_detected
TRHR	ENSG00000174417	HPA_not_detected
MYO1H	ENSG00000174527	HPA_not_detected
OR7D4	ENSG00000174667	HPA_not_detected
OR9G1	ENSG00000174914	HPA_not_detected
OR5M3	ENSG00000174937	HPA_not_detected
OR5J2	ENSG00000174957	HPA_not_detected
OR10AG1	ENSG00000174970	HPA_not_detected
OR4S2	ENSG00000174982	HPA_not_detected
OR2T1	ENSG00000175143	HPA_not_detected
OR10P1	ENSG00000175398	HPA_not_detected
OR52W1	ENSG00000175485	HPA_not_detected
GPR152	ENSG00000175514	HPA_not_detected
OR4B1	ENSG00000175619	HPA_not_detected
OR11H4	ENSG00000176198	HPA_not_detected
OR4D11	ENSG00000176200	HPA_not_detected
OR11H6	ENSG00000176219	HPA_not_detected
OR10H4	ENSG00000176231	HPA_not_detected
OR51B6	ENSG00000176239	HPA_not_detected
OR4L1	ENSG00000176246	HPA_not_detected
OR4K13	ENSG00000176253	HPA_not_detected
OR4F21	ENSG00000176269	HPA_not_detected
OR4K5	ENSG00000176281	HPA_not_detected
OR4K3	ENSG00000176290	HPA_not_detected
OR4M1	ENSG00000176299	HPA_not_detected
OR5AN1	ENSG00000176495	HPA_not_detected
OR4C5	ENSG00000176540	HPA_not_detected
OR4C3	ENSG00000176547	HPA_not_detected
OR4S1	ENSG00000176555	HPA_not_detected
OR4X1	ENSG00000176567	HPA_not_detected
OR4F17	ENSG00000176695	HPA_not_detected
OR51V1	ENSG00000176742	HPA_not_detected
MAGEB18	ENSG00000176774	HPA_not_detected
OR52E2	ENSG00000176787	HPA_not_detected
OR51L1	ENSG00000176798	HPA_not_detected
OR51G2	ENSG00000176893	HPA_not_detected
OR51A7	ENSG00000176895	HPA_not_detected
OR51T1	ENSG00000176900	HPA_not_detected
OR51S1	ENSG00000176922	HPA_not_detected
OR51F2	ENSG00000176925	HPA_not_detected
DEFB104B	ENSG00000177023	HPA_not_detected
IFNW1	ENSG00000177047	HPA_not_detected
OR2T35	ENSG00000177151	HPA_not_detected
OR14C36	ENSG00000177174	HPA_not_detected
OR2M7	ENSG00000177186	HPA_not_detected
OR2T12	ENSG00000177201	HPA_not_detected
OR2T33	ENSG00000177212	HPA_not_detected
OR2AJ1	ENSG00000177275	HPA_not_detected
GJD4	ENSG00000177291	HPA_not_detected
OR2T8	ENSG00000177462	HPA_not_detected
OLIG3	ENSG00000177468	HPA_not_detected
OR2G3	ENSG00000177476	HPA_not_detected
OR2G2	ENSG00000177489	HPA_not_detected
OR2B11	ENSG00000177535	HPA_not_detected
OR4F4	ENSG00000177693	HPA_not_detected
SH2D4B	ENSG00000178217	HPA_not_detected
OR2D3	ENSG00000178358	HPA_not_detected
TAS1R2	ENSG00000179002	HPA_not_detected
OR13D1	ENSG00000179055	HPA_not_detected
HNRNPCL1	ENSG00000179172	HPA_not_detected
RTL3	ENSG00000179300	HPA_not_detected
HNRNPCL4	ENSG00000179412	HPA_not_detected
OR9A2	ENSG00000179468	HPA_not_detected
GPHB5	ENSG00000179600	HPA_not_detected
OR2AP1	ENSG00000179615	HPA_not_detected
OR6C4	ENSG00000179626	HPA_not_detected
OR6C2	ENSG00000179695	HPA_not_detected
NLRP8	ENSG00000179709	HPA_not_detected
MRGPRX4	ENSG00000179817	HPA_not_detected
OR10A7	ENSG00000179919	HPA_not_detected
ZNF648	ENSG00000179930	HPA_not_detected
OR1E1	ENSG00000180016	HPA_not_detected
OR1R1P	ENSG00000180042	HPA_not_detected
OR3A1	ENSG00000180090	HPA_not_detected
GPR139	ENSG00000180269	HPA_not_detected
OR6K6	ENSG00000180433	HPA_not_detected
OR10Q1	ENSG00000180475	HPA_not_detected
GSX2	ENSG00000180613	HPA_not_detected
OR2A4	ENSG00000180658	HPA_not_detected
OR10K2	ENSG00000180708	HPA_not_detected
OR56B4	ENSG00000180919	HPA_not_detected
OR56A1	ENSG00000180934	HPA_not_detected
OR52E4	ENSG00000180974	HPA_not_detected
OR52N2	ENSG00000180988	HPA_not_detected
OR52N1	ENSG00000181001	HPA_not_detected
OR52N5	ENSG00000181009	HPA_not_detected
OR56B2P	ENSG00000181017	HPA_not_detected
OR56B1	ENSG00000181023	HPA_not_detected
OR52P1	ENSG00000181109	HPA_not_detected
OR8G2P	ENSG00000181214	HPA_not_detected
C4orf50	ENSG00000181215	HPA_not_detected
OR5AK3P	ENSG00000181282	HPA_not_detected
OR5M8	ENSG00000181371	HPA_not_detected
OR8D4	ENSG00000181518	HPA_not_detected
OR52H1	ENSG00000181616	HPA_not_detected
OR8H1	ENSG00000181693	HPA_not_detected
OR5T1	ENSG00000181698	HPA_not_detected
OR5T2	ENSG00000181718	HPA_not_detected
OR2Z1	ENSG00000181733	HPA_not_detected
OR8K5	ENSG00000181752	HPA_not_detected
OR8H3	ENSG00000181761	HPA_not_detected
OR8H2	ENSG00000181767	HPA_not_detected
OR6S1	ENSG00000181803	HPA_not_detected
OR4C6	ENSG00000181903	HPA_not_detected
OR4P4	ENSG00000181927	HPA_not_detected
OR4C15	ENSG00000181939	HPA_not_detected
OR4A15	ENSG00000181958	HPA_not_detected
OR4A16	ENSG00000181961	HPA_not_detected
OR52K2	ENSG00000181963	HPA_not_detected
NEUROG1	ENSG00000181965	HPA_not_detected
TRIM49B	ENSG00000182053	HPA_not_detected
OR52A1	ENSG00000182070	HPA_not_detected
OR6B2	ENSG00000182083	HPA_not_detected
ZNF716	ENSG00000182111	HPA_not_detected
MRGPRG	ENSG00000182170	HPA_not_detected
CRYGB	ENSG00000182187	HPA_not_detected
MBD3L3	ENSG00000182315	HPA_not_detected
PRAMEF8	ENSG00000182330	HPA_not_detected
OR5P3	ENSG00000182334	HPA_not_detected
DAOA	ENSG00000182346	HPA_not_detected
IFNL1	ENSG00000182393	HPA_not_detected
OTOL1	ENSG00000182447	HPA_not_detected
OR2B8P	ENSG00000182477	HPA_not_detected
RNASE10	ENSG00000182545	HPA_not_detected
OR2V2	ENSG00000182613	HPA_not_detected
RXFP3	ENSG00000182631	HPA_not_detected
OR10G7	ENSG00000182634	HPA_not_detected
OR4Q3	ENSG00000182652	HPA_not_detected
OR2T29	ENSG00000182783	HPA_not_detected
GSTA5	ENSG00000182793	HPA_not_detected
OR4F15	ENSG00000182854	HPA_not_detected
TCHHL1	ENSG00000182898	HPA_not_detected
OR4M2B	ENSG00000182974	HPA_not_detected
OR1G1	ENSG00000183024	HPA_not_detected
CALHM3	ENSG00000183128	HPA_not_detected
RIPPLY3	ENSG00000183145	HPA_not_detected
OR51B4	ENSG00000183251	HPA_not_detected
OR52E8	ENSG00000183269	HPA_not_detected
OR5P2	ENSG00000183303	HPA_not_detected
OR2T34	ENSG00000183310	HPA_not_detected
OR52L1	ENSG00000183313	HPA_not_detected
OR56A4	ENSG00000183389	HPA_not_detected
IZUMO1R	ENSG00000183560	HPA_not_detected
IFNL2	ENSG00000183709	HPA_not_detected
CNGA2	ENSG00000183862	HPA_not_detected
OR4F6	ENSG00000184140	HPA_not_detected
OR10J5	ENSG00000184155	HPA_not_detected
MRGPRE	ENSG00000184350	HPA_not_detected
A3GALT2	ENSG00000184389	HPA_not_detected
OR4N5	ENSG00000184394	HPA_not_detected
OR56A3	ENSG00000184478	HPA_not_detected
PIWIL3	ENSG00000184571	HPA_not_detected
FOXD4L4	ENSG00000184659	HPA_not_detected
OR51M1	ENSG00000184698	HPA_not_detected
SATL1	ENSG00000184788	HPA_not_detected
OR6A2	ENSG00000184933	HPA_not_detected
OR6C70	ENSG00000184954	HPA_not_detected
SCN10A	ENSG00000185313	HPA_not_detected
OR7A17	ENSG00000185385	HPA_not_detected
CLDN24	ENSG00000185758	HPA_not_detected
OR6C76	ENSG00000185821	HPA_not_detected
TAS2R60	ENSG00000185899	HPA_not_detected
OR4C46	ENSG00000185926	HPA_not_detected
HTR3E	ENSG00000186038	HPA_not_detected
HTR3D	ENSG00000186090	HPA_not_detected
OR4F5	ENSG00000186092	HPA_not_detected
OR5D14	ENSG00000186113	HPA_not_detected
OR5D18	ENSG00000186119	HPA_not_detected
TAS2R42	ENSG00000186136	HPA_not_detected
BPIFB3	ENSG00000186190	HPA_not_detected
OR10T2	ENSG00000186306	HPA_not_detected
OR6P1	ENSG00000186440	HPA_not_detected
OR9Q1	ENSG00000186509	HPA_not_detected
OR9Q2	ENSG00000186513	HPA_not_detected
SPDYE17	ENSG00000186645	HPA_not_detected
OR10H1	ENSG00000186723	HPA_not_detected
FOXE3	ENSG00000186790	HPA_not_detected
KCNK18	ENSG00000186795	HPA_not_detected
IFNA10	ENSG00000186803	HPA_not_detected
OR13F1	ENSG00000186881	HPA_not_detected
OR5D3P	ENSG00000186886	HPA_not_detected
ZACN	ENSG00000186919	HPA_not_detected
KRTAP22-1	ENSG00000186924	HPA_not_detected
KRTAP19-6	ENSG00000186925	HPA_not_detected
KRTAP6-2	ENSG00000186930	HPA_not_detected
OR13C8	ENSG00000186943	HPA_not_detected
KRTAP19-2	ENSG00000186965	HPA_not_detected
KRTAP19-4	ENSG00000186967	HPA_not_detected
KRTAP15-1	ENSG00000186970	HPA_not_detected
KRTAP13-4	ENSG00000186971	HPA_not_detected
KRTAP23-1	ENSG00000186980	HPA_not_detected
KRTAP21-1	ENSG00000187005	HPA_not_detected
OR2AK2	ENSG00000187080	HPA_not_detected
KRT12	ENSG00000187242	HPA_not_detected
NPSR1	ENSG00000187258	HPA_not_detected
CYP26C1	ENSG00000187553	HPA_not_detected
FOXD4L3	ENSG00000187559	HPA_not_detected
OR5W2	ENSG00000187612	HPA_not_detected
MYMK	ENSG00000187616	HPA_not_detected
OR2T27	ENSG00000187701	HPA_not_detected
OR52B6	ENSG00000187747	HPA_not_detected
SSX7	ENSG00000187754	HPA_not_detected
RTL4	ENSG00000187823	HPA_not_detected
ASCL4	ENSG00000187855	HPA_not_detected
OR6C75	ENSG00000187857	HPA_not_detected
GFRAL	ENSG00000187871	HPA_not_detected
OR51I2	ENSG00000187918	HPA_not_detected
CPSF4L	ENSG00000187959	HPA_not_detected
OR2AG2	ENSG00000188124	HPA_not_detected
OR6C6	ENSG00000188324	HPA_not_detected
IFNA2	ENSG00000188379	HPA_not_detected
MAGEB5	ENSG00000188408	HPA_not_detected
OR2G6	ENSG00000188558	HPA_not_detected
OR56A5	ENSG00000188691	HPA_not_detected
OPTC	ENSG00000188770	HPA_not_detected
PLET1	ENSG00000188771	HPA_not_detected
BSX	ENSG00000188909	HPA_not_detected
NYX	ENSG00000188937	HPA_not_detected
SLC15A5	ENSG00000188991	HPA_not_detected
VHLL	ENSG00000189030	HPA_not_detected
PRSS48	ENSG00000189099	HPA_not_detected
ZAR1L	ENSG00000189167	HPA_not_detected
FAM90A27P	ENSG00000189348	HPA_not_detected
OR5K4	ENSG00000196098	HPA_not_detected
OR6M1	ENSG00000196099	HPA_not_detected
OR8A1	ENSG00000196119	HPA_not_detected
VN1R2	ENSG00000196131	HPA_not_detected
OR6K2	ENSG00000196171	HPA_not_detected
OR2T2	ENSG00000196240	HPA_not_detected
OR2C3	ENSG00000196242	HPA_not_detected
OR10S1	ENSG00000196248	HPA_not_detected
OR10J3	ENSG00000196266	HPA_not_detected
BECN2	ENSG00000196289	HPA_not_detected
OR8D1	ENSG00000196341	HPA_not_detected
OR4Q2	ENSG00000196383	HPA_not_detected
OR2T3	ENSG00000196539	HPA_not_detected
OR5AC2	ENSG00000196578	HPA_not_detected
MBD3L2B	ENSG00000196589	HPA_not_detected
OR14A16	ENSG00000196772	HPA_not_detected
OR52K1	ENSG00000196778	HPA_not_detected
SPINK14	ENSG00000196800	HPA_not_detected
ENSG00000196826	ENSG00000196826	HPA_not_detected
OR11G2	ENSG00000196832	HPA_not_detected
OR2T4	ENSG00000196944	HPA_not_detected
IFNL3	ENSG00000197110	HPA_not_detected
OR8B8	ENSG00000197125	HPA_not_detected
OR1J2	ENSG00000197233	HPA_not_detected
OR10D3	ENSG00000197309	HPA_not_detected
OR6N1	ENSG00000197403	HPA_not_detected
OR51D1	ENSG00000197428	HPA_not_detected
OR13G1	ENSG00000197437	HPA_not_detected
OR2L5	ENSG00000197454	HPA_not_detected
ZNF695	ENSG00000197472	HPA_not_detected
GALP	ENSG00000197487	HPA_not_detected
DMBX1	ENSG00000197587	HPA_not_detected
OR11L1	ENSG00000197591	HPA_not_detected
VN1R5	ENSG00000197617	HPA_not_detected
OR51C1P	ENSG00000197674	HPA_not_detected
OR6C74	ENSG00000197706	HPA_not_detected
OR5B17	ENSG00000197786	HPA_not_detected
OR52M1	ENSG00000197790	HPA_not_detected
OR8G1	ENSG00000197849	HPA_not_detected
OR1S2	ENSG00000197887	HPA_not_detected
HRNR	ENSG00000197915	HPA_not_detected
IFNA1	ENSG00000197919	HPA_not_detected
OR5H2	ENSG00000197938	HPA_not_detected
ENSG00000197991	ENSG00000197991	HPA_not_detected
OR2T6	ENSG00000198104	HPA_not_detected
OR2L3	ENSG00000198128	HPA_not_detected
OR5B21	ENSG00000198283	HPA_not_detected
OR14L1P	ENSG00000198452	HPA_not_detected
OR2M2	ENSG00000198601	HPA_not_detected
OR10G6	ENSG00000198674	HPA_not_detected
OR5BS1P	ENSG00000198678	HPA_not_detected
OR10R2	ENSG00000198965	HPA_not_detected
OR2T5	ENSG00000203661	HPA_not_detected
GJE1	ENSG00000203733	HPA_not_detected
SMIM9	ENSG00000203870	HPA_not_detected
FOXO6	ENSG00000204060	HPA_not_detected
OR13C3	ENSG00000204246	HPA_not_detected
BTNL2	ENSG00000204290	HPA_not_detected
CD300LD	ENSG00000204345	HPA_not_detected
TRIM49C	ENSG00000204449	HPA_not_detected
PRAMEF20	ENSG00000204478	HPA_not_detected
PRAMEF17	ENSG00000204479	HPA_not_detected
PRAMEF19	ENSG00000204480	HPA_not_detected
PRAMEF14	ENSG00000204481	HPA_not_detected
PRAMEF15	ENSG00000204501	HPA_not_detected
PRAMEF7	ENSG00000204510	HPA_not_detected
ZSCAN5C	ENSG00000204532	HPA_not_detected
FOXB2	ENSG00000204612	HPA_not_detected
NMS	ENSG00000204640	HPA_not_detected
IL31	ENSG00000204671	HPA_not_detected
OR11A1	ENSG00000204694	HPA_not_detected
OR2J2	ENSG00000204700	HPA_not_detected
OR2J3	ENSG00000204701	HPA_not_detected
OR2J1	ENSG00000204702	HPA_not_detected
OR2B3	ENSG00000204703	HPA_not_detected
OR2W1	ENSG00000204704	HPA_not_detected
FOXD4L5	ENSG00000204779	HPA_not_detected
PRR20B	ENSG00000204918	HPA_not_detected
PRR20A	ENSG00000204919	HPA_not_detected
GRXCR2	ENSG00000204928	HPA_not_detected
OR5D16	ENSG00000205029	HPA_not_detected
OR5L2	ENSG00000205030	HPA_not_detected
FRG2	ENSG00000205097	HPA_not_detected
ACCSL	ENSG00000205126	HPA_not_detected
OR6C68	ENSG00000205327	HPA_not_detected
OR6C65	ENSG00000205328	HPA_not_detected
OR6C3	ENSG00000205329	HPA_not_detected
OR6C1	ENSG00000205330	HPA_not_detected
OR52E6	ENSG00000205409	HPA_not_detected
TP53TG3C	ENSG00000205457	HPA_not_detected
OR52J3	ENSG00000205495	HPA_not_detected
OR51A2	ENSG00000205496	HPA_not_detected
OR51A4	ENSG00000205497	HPA_not_detected
ARSH	ENSG00000205667	HPA_not_detected
CYP2D7	ENSG00000205702	HPA_not_detected
MBD3L4	ENSG00000205718	HPA_not_detected
NANOGNB	ENSG00000205857	HPA_not_detected
BHLHA9	ENSG00000205899	HPA_not_detected
KRTAP19-8	ENSG00000206102	HPA_not_detected
KRTAP20-3	ENSG00000206104	HPA_not_detected
KRTAP22-2	ENSG00000206106	HPA_not_detected
KRTAP27-1	ENSG00000206107	HPA_not_detected
OR10C1	ENSG00000206474	HPA_not_detected
OR5K3	ENSG00000206536	HPA_not_detected
TRGV11	ENSG00000211693	HPA_not_detected
TRBV5-3	ENSG00000211715	HPA_not_detected
TRBV5-7	ENSG00000211731	HPA_not_detected
TRAV7	ENSG00000211781	HPA_not_detected
TRAV9-1	ENSG00000211783	HPA_not_detected
TRAV8-7	ENSG00000211808	HPA_not_detected
IGHE	ENSG00000211891	HPA_not_detected
IGHD1-26	ENSG00000211907	HPA_not_detected
IGHD5-24	ENSG00000211909	HPA_not_detected
IGHD2-21	ENSG00000211912	HPA_not_detected
IGHD6-19	ENSG00000211914	HPA_not_detected
IGHD5-18	ENSG00000211915	HPA_not_detected
IGHD6-13	ENSG00000211920	HPA_not_detected
IGHD5-12	ENSG00000211921	HPA_not_detected
IGHD5-5	ENSG00000211928	HPA_not_detected
IGHV3-16	ENSG00000211944	HPA_not_detected
TAS2R50	ENSG00000212126	HPA_not_detected
TAS2R13	ENSG00000212128	HPA_not_detected
OR2A42	ENSG00000212807	HPA_not_detected
KRTAP12-4	ENSG00000212933	HPA_not_detected
KRTAP6-3	ENSG00000212938	HPA_not_detected
OR2F1	ENSG00000213215	HPA_not_detected
OR5AC1	ENSG00000213439	HPA_not_detected
LEUTX	ENSG00000213921	HPA_not_detected
IFNA7	ENSG00000214042	HPA_not_detected
WEE2	ENSG00000214102	HPA_not_detected
IQCJ	ENSG00000214216	HPA_not_detected
NPS	ENSG00000214285	HPA_not_detected
C3orf56	ENSG00000214324	HPA_not_detected
TRIM77	ENSG00000214414	HPA_not_detected
HIGD1C	ENSG00000214511	HPA_not_detected
NOTO	ENSG00000214513	HPA_not_detected
CSKMT	ENSG00000214756	HPA_not_detected
TRIM64C	ENSG00000214891	HPA_not_detected
GPR33	ENSG00000214943	HPA_not_detected
GSG1L2	ENSG00000214978	HPA_not_detected
ACSM4	ENSG00000215009	HPA_not_detected
TCP11X2	ENSG00000215029	HPA_not_detected
NLRP2B	ENSG00000215174	HPA_not_detected
FAM90A24P	ENSG00000215354	HPA_not_detected
ZNF705B	ENSG00000215356	HPA_not_detected
ZNF705G	ENSG00000215372	HPA_not_detected
FAM90A5P	ENSG00000215373	HPA_not_detected
SKOR2	ENSG00000215474	HPA_not_detected
DEFB116	ENSG00000215545	HPA_not_detected
TRIM51G	ENSG00000220948	HPA_not_detected
OR6B1	ENSG00000221813	HPA_not_detected
OR2A5	ENSG00000221836	HPA_not_detected
OR4A5	ENSG00000221840	HPA_not_detected
TAS2R41	ENSG00000221855	HPA_not_detected
OR2A12	ENSG00000221858	HPA_not_detected
OR2F2	ENSG00000221910	HPA_not_detected
OR6X1	ENSG00000221931	HPA_not_detected
OR2A25	ENSG00000221933	HPA_not_detected
TAS2R40	ENSG00000221937	HPA_not_detected
OR2A14	ENSG00000221938	HPA_not_detected
OR4C12	ENSG00000221954	HPA_not_detected
KIR2DS4	ENSG00000221957	HPA_not_detected
OR4E2	ENSG00000221977	HPA_not_detected
OR2A2	ENSG00000221989	HPA_not_detected
OR52B4	ENSG00000221996	HPA_not_detected
POTEJ	ENSG00000222038	HPA_not_detected
USP17L2	ENSG00000223443	HPA_not_detected
USP17L15	ENSG00000223569	HPA_not_detected
ZNF735	ENSG00000223614	HPA_not_detected
SUPT20HL1	ENSG00000223731	HPA_not_detected
FAM90A13P	ENSG00000223885	HPA_not_detected
TRDD1	ENSG00000223997	HPA_not_detected
CT47A10	ENSG00000224089	HPA_not_detected
PVALEF	ENSG00000225180	HPA_not_detected
USP17L3	ENSG00000225327	HPA_not_detected
TDGF1P3	ENSG00000225366	HPA_not_detected
OR6V1	ENSG00000225781	HPA_not_detected
IGHD6-25	ENSG00000225825	HPA_not_detected
FRG2B	ENSG00000225899	HPA_not_detected
OR4A8	ENSG00000225997	HPA_not_detected
CT47A6	ENSG00000226023	HPA_not_detected
OR52I2	ENSG00000226288	HPA_not_detected
DCAF8L1	ENSG00000226372	HPA_not_detected
USP17L7	ENSG00000226430	HPA_not_detected
CT47A9	ENSG00000226600	HPA_not_detected
TAS2R46	ENSG00000226761	HPA_not_detected
PGAM4	ENSG00000226784	HPA_not_detected
C13orf42	ENSG00000226792	HPA_not_detected
CT47A11	ENSG00000226929	HPA_not_detected
IGHD1-14	ENSG00000227108	HPA_not_detected
USP17L5	ENSG00000227140	HPA_not_detected
PRR20D	ENSG00000227151	HPA_not_detected
OR2T7	ENSG00000227152	HPA_not_detected
IGHD4-23	ENSG00000227196	HPA_not_detected
USP17L12	ENSG00000227551	HPA_not_detected
GOLGA6L25	ENSG00000227717	HPA_not_detected
IGHD4-17	ENSG00000227800	HPA_not_detected
IFNA14	ENSG00000228083	HPA_not_detected
IGHD6-6	ENSG00000228131	HPA_not_detected
OR9H1P	ENSG00000228336	HPA_not_detected
CT47A7	ENSG00000228517	HPA_not_detected
VN1R4	ENSG00000228567	HPA_not_detected
CLDN25	ENSG00000228607	HPA_not_detected
HCG22	ENSG00000228789	HPA_not_detected
USP17L30	ENSG00000228856	HPA_not_detected
TRDD3	ENSG00000228985	HPA_not_detected
RFPL4AL1	ENSG00000229292	HPA_not_detected
NKX1-2	ENSG00000229544	HPA_not_detected
PRAMEF25	ENSG00000229571	HPA_not_detected
USP17L26	ENSG00000229579	HPA_not_detected
PRR20C	ENSG00000229665	HPA_not_detected
FAM90A26	ENSG00000229924	HPA_not_detected
FAM90A15P	ENSG00000230045	HPA_not_detected
OR4F3	ENSG00000230178	HPA_not_detected
